Query-ID,Reference-ID,Mash-distance,P-value,Matching-hashes
Cps_KPL_3833,Cps_KPL_2621,0.014318,0,5877/10000
Cpr_KPL_2785,Cps_KPL_2621,0.105264,0,580/10000
Cpr_KPL_4040,Cps_KPL_2621,0.106684,0,562/10000
Cps_90104,Cps_KPL_2621,0.0161748,0,5528/10000
Cpr_KPL_2811,Cps_KPL_2621,0.0982032,0,679/10000
Cac_KPL_3703,Cps_KPL_2621,0.23782,1.96E-126,34/10000
Cac_KPL_4034,Cps_KPL_2621,0.228939,2.14E-155,41/10000
Cma_NML_080212,Cps_KPL_2621,0.247037,3.67E-102,28/10000
Cac_ATCC_49726,Cps_KPL_2621,0.25242,2.88E-90,25/10000
Ctu_DSM_44922,Cps_KPL_2640,0.25242,6.21E-90,25/10000
Cac_KPL_1996,Cps_KPL_2640,0.239237,7.84E-122,33/10000
Cps_KPL_1989,Cps_KPL_2640,0.0150338,0,5739/10000
Cac_KPL_1818,Cps_KPL_2640,0.245371,1.27E-105,29/10000
Cps_BWA188,Cps_KPL_2640,0.032564,0,3375/10000
Cac_BWA270,Cps_KPL_2640,0.248764,9.03E-98,27/10000
Cac_KPL_1824,Cps_KPL_2640,0.243761,1.54E-109,30/10000
Cps_BWA127,Cps_KPL_2640,0.0346533,0,3184/10000
Cps_BWA223,Cps_KPL_2640,0.0344385,0,3203/10000
Cps_BWA184,Cps_KPL_2640,0.0328823,0,3345/10000
Cps_BWA300,Cps_KPL_2640,0.0332689,0,3309/10000
Cac_BWA161,Cps_KPL_2640,0.245371,7.33E-106,29/10000
Cps_BWA311,Cps_KPL_2640,0.032218,0,3408/10000
Cps_DSM_44287,Cps_KPL_2640,0.0143793,0,5865/10000
Cps_BWA118,Cps_KPL_2640,0.0324377,0,3387/10000
Cps_BWA198,Cps_KPL_2640,0.0329036,0,3343/10000
Cps_HSID17576,Cps_KPL_2640,0.0148971,0,5765/10000
Cac_DU075,Cps_KPL_2640,0.258493,5.29E-78,22/10000
Cps_BWA141,Cps_KPL_2640,0.0341138,0,3232/10000
Cps_BWA283,Cps_KPL_2640,0.0319381,0,3435/10000
Cps_HSID17575,Cps_KPL_2640,0.0153577,0,5678/10000
Cps_BWA238,Cps_KPL_2640,0.0333881,0,3298/10000
Cps_BWA110,Cps_KPL_2640,0.0346873,0,3181/10000
Cac_BWA070,Cps_KPL_2640,0.250557,6.51E-94,26/10000
Cps_KPL_3966,Cps_KPL_2640,0.0135164,0,6037/10000
Cps_KPL_4066,Cps_KPL_2640,0.0393656,0,2800/10000
Cps_KPL_2826,Cps_KPL_2640,0.0138935,0,5961/10000
Cps_BWA164,Cps_KPL_2640,0.0344048,0,3206/10000
Cpr_BWA290,Cps_KPL_2640,0.107576,0,551/10000
Cpr_BWA146,Cps_KPL_2640,0.10857,0,539/10000
Cps_BWA166,Cps_KPL_2640,0.032925,0,3341/10000
Cac_DU076,Cps_KPL_2640,0.235108,1.85E-134,36/10000
Cpr_KPL_2657,Cps_KPL_2640,0.106524,0,564/10000
Cps_KPL_2795,Cps_KPL_2640,0.0158937,0,5579/10000
Cpr_DSM_44285,Cps_KPL_2640,0.108991,0,534/10000
Cps_BWA305,Cps_KPL_2640,0.0155242,0,5647/10000
Cps_KPL_2667,Cps_KPL_2640,0.0365633,0,3021/10000
Cps_KPL_4025,Cps_KPL_2640,0.0152297,0,5702/10000
Cac_KPL_3674,Cps_KPL_2640,0.25242,6.58E-90,25/10000
Cps_KPL_3702,Cps_KPL_2640,0.0139436,0,5951/10000
Cac_KPL_4075,Cps_KPL_2640,0.239237,4.44E-122,33/10000
Cpr_KPL_2654,Cps_KPL_2640,0.105032,0,583/10000
Cac_KPL_3647,Cps_KPL_2640,0.228939,4.46E-155,41/10000
Cps_BWA172,Cps_KPL_2640,0.0350185,0,3152/10000
Cpr_BWA124,Cps_KPL_2640,0.106926,0,559/10000
Cac_BWA273,Cps_KPL_2640,0.245371,7.22E-106,29/10000
Cpr_KPL_3953,Cps_KPL_2640,0.104648,0,588/10000
Cps_BWA092,Cps_KPL_2640,0.0145385,0,5834/10000
Cac_BWA121,Cps_KPL_2640,0.258493,5.22E-78,22/10000
Cpr_DE0530,Cps_KPL_2640,0.106206,0,568/10000
Cac_ATCC_49725,Cps_KPL_2640,0.254359,4.65E-86,24/10000
Ctu_BWA195,Cps_KPL_2640,0.25242,5.32E-90,25/10000
Cps_KPL_4041,Cps_KPL_2640,0.0153524,0,5679/10000
Cac_KPL_3802,Cps_KPL_2640,0.235108,5.39E-134,36/10000
Ctu_BWA207,Cps_KPL_2640,0.254359,3.14E-86,24/10000
Ctu_DU074,Cps_KPL_2640,0.23782,1.89E-126,34/10000
Cps_KPL_2621,Cps_KPL_2640,0.0156322,0,5627/10000
Cpr_KPL_2804,Cps_KPL_2640,0.106365,0,566/10000
Cac_KPL_2618,Cps_KPL_2640,0.23782,3.09E-126,34/10000
Cac_KPL_2617,Cps_KPL_2640,0.23782,6.79E-126,34/10000
Cac_KPL_3774,Cps_KPL_2640,0.239237,5.82E-122,33/10000
Ctu_SK141,Cps_KPL_2640,0.26546,1.34E-66,19/10000
Cps_KPL_3671,Cps_KPL_2640,0.0134771,0,6045/10000
Cpr_KPL_3672,Cps_KPL_2640,0.105264,0,580/10000
Cac_BWA109,Cps_KPL_2640,0.25242,4.89E-90,25/10000
Ctu_BWA158,Cps_KPL_2640,0.239237,2.24E-122,33/10000
Cac_KPL_2652,Cps_KPL_2640,0.248764,8.56E-98,27/10000
Cac_KPL_4065,Cps_KPL_2640,0.245371,7.57E-106,29/10000
Cpr_KPL_2755,Cps_KPL_2640,0.100083,0,651/10000
Cac_KPL_3921,Cps_KPL_2640,0.224525,5.04E-172,45/10000
Cps_KPL_2773,Cps_KPL_2640,0.0150866,0,5729/10000
Cma_NML_120205,Cps_KPL_2640,0.258493,2.58E-78,22/10000
Cps_KPL_4010,Cps_KPL_2640,0.0146885,0,5805/10000
Cps_KPL_2640,Cps_KPL_2640,0,0,10000/10000
Cpr_HSID18035,Cps_KPL_2640,0.101622,0,629/10000
Cps_KPL_2865,Cps_KPL_2640,0.0142721,0,5886/10000
Cac_KPL_2859,Cps_KPL_2640,0.240698,3.96E-118,32/10000
Cac_BWA096,Cps_KPL_2640,0.239237,4.42E-122,33/10000
Cps_KPL_2733,Cps_KPL_2640,0.0165045,0,5469/10000
Cps_KPL_2834,Cps_KPL_2640,0.0170456,0,5374/10000
Ctu_KPL_3807,Cps_KPL_2640,0.26803,8.25E-63,18/10000
Cac_KPL_2641,Cps_KPL_2640,0.23011,7.42E-151,40/10000
Cac_KPL_2660,Cps_KPL_2640,0.248764,1.07E-97,27/10000
Cpr_KPL_3675,Cps_KPL_2640,0.105498,0,577/10000
Cac_KPL_3970,Cps_KPL_2640,0.239237,4.72E-122,33/10000
Cac_KPL_3832,Cps_KPL_2640,0.243761,3.77E-110,30/10000
Cpr_KPL_3889,Cps_KPL_2640,0.0971654,0,695/10000
Cps_KPL_3772,Cps_KPL_2640,0.0141502,0,5910/10000
Cac_KPL_3926,Cps_KPL_2640,0.242205,1.03E-113,31/10000
Cps_DU080,Cps_KPL_2640,0.0146574,0,5811/10000
Ctu_BWA150,Cps_KPL_2640,0.25242,5.16E-90,25/10000
Cac_DU079,Cps_KPL_2640,0.239237,5.77E-122,33/10000
Cps_KPL_3770,Cps_KPL_2640,0.0134918,0,6042/10000
Cac_KPL_2783,Cps_KPL_2640,0.243761,7.41E-110,30/10000
Cma_CCUG_32361,Cps_KPL_2640,0.270747,7.41E-59,17/10000
Cpr_1274_CJEI,Cps_KPL_2640,0.107006,0,558/10000
Cps_KPL_2915,Cps_KPL_2640,0.0149496,0,5755/10000
Cpr_KPL_3967,Cps_KPL_2640,0.107087,0,557/10000
Cps_KPL_3833,Cps_KPL_2640,0.0146212,0,5818/10000
Cpr_KPL_2785,Cps_KPL_2640,0.106765,0,561/10000
Cpr_KPL_4040,Cps_KPL_2640,0.105811,0,573/10000
Cps_90104,Cps_KPL_2640,0.015965,0,5566/10000
Cpr_KPL_2811,Cps_KPL_2640,0.0967827,0,701/10000
Cac_KPL_3703,Cps_KPL_2640,0.248764,7.06E-98,27/10000
Cac_KPL_4034,Cps_KPL_2640,0.23782,3.48E-126,34/10000
Cma_NML_080212,Cps_KPL_2640,0.250557,5.44E-94,26/10000
Cac_ATCC_49726,Cps_KPL_2640,0.248764,4.16E-98,27/10000
Ctu_DSM_44922,Cps_KPL_2667,0.283502,6.39E-44,13/10000
Cac_KPL_1996,Cps_KPL_2667,0.26546,1.94E-66,19/10000
Cps_KPL_1989,Cps_KPL_2667,0.0349268,0,3160/10000
Cac_KPL_1818,Cps_KPL_2667,0.276697,3.18E-51,15/10000
Cps_BWA188,Cps_KPL_2667,0.0337377,0,3266/10000
Cac_BWA270,Cps_KPL_2667,0.263022,2.10E-70,20/10000
Cac_KPL_1824,Cps_KPL_2667,0.260703,4.28E-74,21/10000
Cps_BWA127,Cps_KPL_2667,0.0354117,0,3118/10000
Cps_BWA223,Cps_KPL_2667,0.0348125,0,3170/10000
Cps_BWA184,Cps_KPL_2667,0.0335952,0,3279/10000
Cps_BWA300,Cps_KPL_2667,0.0344836,0,3199/10000
Cac_BWA161,Cps_KPL_2667,0.273629,4.07E-55,16/10000
Cps_BWA311,Cps_KPL_2667,0.0344611,0,3201/10000
Cps_DSM_44287,Cps_KPL_2667,0.0359167,0,3075/10000
Cps_BWA118,Cps_KPL_2667,0.0345062,0,3197/10000
Cps_BWA198,Cps_KPL_2667,0.0350415,0,3150/10000
Cps_HSID17576,Cps_KPL_2667,0.0355869,0,3103/10000
Cac_DU075,Cps_KPL_2667,0.273629,4.43E-55,16/10000
Cps_BWA141,Cps_KPL_2667,0.0348239,0,3169/10000
Cps_BWA283,Cps_KPL_2667,0.0340138,0,3241/10000
Cps_HSID17575,Cps_KPL_2667,0.0358221,0,3083/10000
Cps_BWA238,Cps_KPL_2667,0.0354001,0,3119/10000
Cps_BWA110,Cps_KPL_2667,0.0283422,0,3807/10000
Cac_BWA070,Cps_KPL_2667,0.263022,1.67E-70,20/10000
Cps_KPL_3966,Cps_KPL_2667,0.0359641,0,3071/10000
Cps_KPL_4066,Cps_KPL_2667,0.0164259,0,5483/10000
Cps_KPL_2826,Cps_KPL_2667,0.0359759,0,3070/10000
Cps_BWA164,Cps_KPL_2667,0.0332906,0,3307/10000
Cpr_BWA290,Cps_KPL_2667,0.105889,0,572/10000
Cpr_BWA146,Cps_KPL_2667,0.10774,0,549/10000
Cps_BWA166,Cps_KPL_2667,0.0294234,0,3690/10000
Cac_DU076,Cps_KPL_2667,0.26546,1.29E-66,19/10000
Cpr_KPL_2657,Cps_KPL_2667,0.107168,0,556/10000
Cps_KPL_2795,Cps_KPL_2667,0.0363221,0,3041/10000
Cpr_DSM_44285,Cps_KPL_2667,0.109161,0,532/10000
Cps_BWA305,Cps_KPL_2667,0.0352724,0,3130/10000
Cps_KPL_2667,Cps_KPL_2667,0,0,10000/10000
Cps_KPL_4025,Cps_KPL_2667,0.0351567,0,3140/10000
Cac_KPL_3674,Cps_KPL_2667,0.26546,1.31E-66,19/10000
Cps_KPL_3702,Cps_KPL_2667,0.0357867,0,3086/10000
Cac_KPL_4075,Cps_KPL_2667,0.263022,1.91E-70,20/10000
Cpr_KPL_2654,Cps_KPL_2667,0.110984,0,511/10000
Cac_KPL_3647,Cps_KPL_2667,0.248764,4.99E-98,27/10000
Cps_BWA172,Cps_KPL_2667,0.0351914,0,3137/10000
Cpr_BWA124,Cps_KPL_2667,0.104801,0,586/10000
Cac_BWA273,Cps_KPL_2667,0.270747,6.43E-59,17/10000
Cpr_KPL_3953,Cps_KPL_2667,0.106845,0,560/10000
Cps_BWA092,Cps_KPL_2667,0.034676,0,3182/10000
Cac_BWA121,Cps_KPL_2667,0.270747,7.03E-59,17/10000
Cpr_DE0530,Cps_KPL_2667,0.106926,0,559/10000
Cac_ATCC_49725,Cps_KPL_2667,0.276697,1.96E-51,15/10000
Ctu_BWA195,Cps_KPL_2667,0.283502,5.90E-44,13/10000
Cps_KPL_4041,Cps_KPL_2667,0.0346646,0,3183/10000
Cac_KPL_3802,Cps_KPL_2667,0.258493,5.21E-78,22/10000
Ctu_BWA207,Cps_KPL_2667,0.300994,1.67E-29,9/10000
Ctu_DU074,Cps_KPL_2667,0.276697,1.84E-51,15/10000
Cps_KPL_2621,Cps_KPL_2667,0.0352492,0,3132/10000
Cpr_KPL_2804,Cps_KPL_2667,0.105032,0,583/10000
Cac_KPL_2618,Cps_KPL_2667,0.256381,3.23E-82,23/10000
Cac_KPL_2617,Cps_KPL_2667,0.248764,7.48E-98,27/10000
Cac_KPL_3774,Cps_KPL_2667,0.26803,1.14E-62,18/10000
Ctu_SK141,Cps_KPL_2667,0.306598,6.08E-26,8/10000
Cps_KPL_3671,Cps_KPL_2667,0.0357631,0,3088/10000
Cpr_KPL_3672,Cps_KPL_2667,0.108991,0,534/10000
Cac_BWA109,Cps_KPL_2667,0.276697,1.92E-51,15/10000
Ctu_BWA158,Cps_KPL_2667,0.283502,5.33E-44,13/10000
Cac_KPL_2652,Cps_KPL_2667,0.26546,1.48E-66,19/10000
Cac_KPL_4065,Cps_KPL_2667,0.260703,2.49E-74,21/10000
Cpr_KPL_2755,Cps_KPL_2667,0.104648,0,588/10000
Cac_KPL_3921,Cps_KPL_2667,0.248764,4.00E-98,27/10000
Cps_KPL_2773,Cps_KPL_2667,0.0349153,0,3161/10000
Cma_NML_120205,Cps_KPL_2667,0.283502,4.86E-44,13/10000
Cps_KPL_4010,Cps_KPL_2667,0.0347783,0,3173/10000
Cps_KPL_2640,Cps_KPL_2667,0.0365633,0,3021/10000
Cpr_HSID18035,Cps_KPL_2667,0.100083,0,651/10000
Cps_KPL_2865,Cps_KPL_2667,0.0353885,0,3120/10000
Cac_KPL_2859,Cps_KPL_2667,0.263022,1.60E-70,20/10000
Cac_BWA096,Cps_KPL_2667,0.26803,9.86E-63,18/10000
Cps_KPL_2733,Cps_KPL_2667,0.0338588,0,3255/10000
Cps_KPL_2834,Cps_KPL_2667,0.03454,0,3194/10000
Ctu_KPL_3807,Cps_KPL_2667,0.283502,4.70E-44,13/10000
Cac_KPL_2641,Cps_KPL_2667,0.25242,5.10E-90,25/10000
Cac_KPL_2660,Cps_KPL_2667,0.263022,2.37E-70,20/10000
Cpr_KPL_3675,Cps_KPL_2667,0.103665,0,601/10000
Cac_KPL_3970,Cps_KPL_2667,0.270747,6.77E-59,17/10000
Cac_KPL_3832,Cps_KPL_2667,0.270747,4.70E-59,17/10000
Cpr_KPL_3889,Cps_KPL_2667,0.102924,0,611/10000
Cps_KPL_3772,Cps_KPL_2667,0.0317632,0,3452/10000
Cac_KPL_3926,Cps_KPL_2667,0.247037,7.01E-102,28/10000
Cps_DU080,Cps_KPL_2667,0.0341695,0,3227/10000
Ctu_BWA150,Cps_KPL_2667,0.295981,5.21E-33,10/10000
Cac_DU079,Cps_KPL_2667,0.258493,3.61E-78,22/10000
Cps_KPL_3770,Cps_KPL_2667,0.0349153,0,3161/10000
Cac_KPL_2783,Cps_KPL_2667,0.256381,3.78E-82,23/10000
Cma_CCUG_32361,Cps_KPL_2667,0.283502,5.85E-44,13/10000
Cpr_1274_CJEI,Cps_KPL_2667,0.106285,0,567/10000
Cps_KPL_2915,Cps_KPL_2667,0.0367089,0,3009/10000
Cpr_KPL_3967,Cps_KPL_2667,0.104878,0,585/10000
Cps_KPL_3833,Cps_KPL_2667,0.0361664,0,3054/10000
Cpr_KPL_2785,Cps_KPL_2667,0.104343,0,592/10000
Cpr_KPL_4040,Cps_KPL_2667,0.111162,0,509/10000
Cps_90104,Cps_KPL_2667,0.0366238,0,3016/10000
Cpr_KPL_2811,Cps_KPL_2667,0.104191,0,594/10000
Cac_KPL_3703,Cps_KPL_2667,0.263022,1.75E-70,20/10000
Cac_KPL_4034,Cps_KPL_2667,0.270747,6.45E-59,17/10000
Cma_NML_080212,Cps_KPL_2667,0.287309,2.83E-40,12/10000
Cac_ATCC_49726,Cps_KPL_2667,0.279978,9.67E-48,14/10000
Ctu_DSM_44922,Cps_KPL_2733,0.273629,3.74E-55,16/10000
Cac_KPL_1996,Cps_KPL_2733,0.245371,6.80E-106,29/10000
Cps_KPL_1989,Cps_KPL_2733,0.0140794,0,5924/10000
Cac_KPL_1818,Cps_KPL_2733,0.248764,7.49E-98,27/10000
Cps_BWA188,Cps_KPL_2733,0.0316302,0,3465/10000
Cac_BWA270,Cps_KPL_2733,0.25242,4.96E-90,25/10000
Cac_KPL_1824,Cps_KPL_2733,0.248764,9.37E-98,27/10000
Cps_BWA127,Cps_KPL_2733,0.0343598,0,3210/10000
Cps_BWA223,Cps_KPL_2733,0.0340915,0,3234/10000
Cps_BWA184,Cps_KPL_2733,0.0329892,0,3335/10000
Cps_BWA300,Cps_KPL_2733,0.0339583,0,3246/10000
Cac_BWA161,Cps_KPL_2733,0.260703,2.45E-74,21/10000
Cps_BWA311,Cps_KPL_2733,0.0327333,0,3359/10000
Cps_DSM_44287,Cps_KPL_2733,0.0149969,0,5746/10000
Cps_BWA118,Cps_KPL_2733,0.0327121,0,3361/10000
Cps_BWA198,Cps_KPL_2733,0.033486,0,3289/10000
Cps_HSID17576,Cps_KPL_2733,0.0142568,0,5889/10000
Cac_DU075,Cps_KPL_2733,0.263022,2.11E-70,20/10000
Cps_BWA141,Cps_KPL_2733,0.0343598,0,3210/10000
Cps_BWA283,Cps_KPL_2733,0.0323643,0,3394/10000
Cps_HSID17575,Cps_KPL_2733,0.0153898,0,5672/10000
Cps_BWA238,Cps_KPL_2733,0.0335733,0,3281/10000
Cps_BWA110,Cps_KPL_2733,0.0329785,0,3336/10000
Cac_BWA070,Cps_KPL_2733,0.247037,3.71E-102,28/10000
Cps_KPL_3966,Cps_KPL_2733,0.0153203,0,5685/10000
Cps_KPL_4066,Cps_KPL_2733,0.0359404,0,3073/10000
Cps_KPL_2826,Cps_KPL_2733,0.0145643,0,5829/10000
Cps_BWA164,Cps_KPL_2733,0.0335624,0,3282/10000
Cpr_BWA290,Cps_KPL_2733,0.103965,0,597/10000
Cpr_BWA146,Cps_KPL_2733,0.104801,0,586/10000
Cps_BWA166,Cps_KPL_2733,0.0319277,0,3436/10000
Cac_DU076,Cps_KPL_2733,0.245371,3.66E-106,29/10000
Cpr_KPL_2657,Cps_KPL_2733,0.104571,0,589/10000
Cps_KPL_2795,Cps_KPL_2733,0.0129485,0,6154/10000
Cpr_DSM_44285,Cps_KPL_2733,0.104955,0,584/10000
Cps_BWA305,Cps_KPL_2733,0.0149601,0,5753/10000
Cps_KPL_2667,Cps_KPL_2733,0.0338588,0,3255/10000
Cps_KPL_4025,Cps_KPL_2733,0.0127103,0,6204/10000
Cac_KPL_3674,Cps_KPL_2733,0.248764,4.13E-98,27/10000
Cps_KPL_3702,Cps_KPL_2733,0.0130686,0,6129/10000
Cac_KPL_4075,Cps_KPL_2733,0.245371,4.17E-106,29/10000
Cpr_KPL_2654,Cps_KPL_2733,0.105576,0,576/10000
Cac_KPL_3647,Cps_KPL_2733,0.235108,1.19E-134,36/10000
Cps_BWA172,Cps_KPL_2733,0.0352608,0,3131/10000
Cpr_BWA124,Cps_KPL_2733,0.0990657,0,666/10000
Cac_BWA273,Cps_KPL_2733,0.254359,3.96E-86,24/10000
Cpr_KPL_3953,Cps_KPL_2733,0.0994022,0,661/10000
Cps_BWA092,Cps_KPL_2733,0.0145025,0,5841/10000
Cac_BWA121,Cps_KPL_2733,0.260703,2.70E-74,21/10000
Cpr_DE0530,Cps_KPL_2733,0.102704,0,614/10000
Cac_ATCC_49725,Cps_KPL_2733,0.26546,1.08E-66,19/10000
Ctu_BWA195,Cps_KPL_2733,0.258493,2.33E-78,22/10000
Cps_KPL_4041,Cps_KPL_2733,0.014364,0,5868/10000
Cac_KPL_3802,Cps_KPL_2733,0.242205,7.05E-114,31/10000
Ctu_BWA207,Cps_KPL_2733,0.287309,2.32E-40,12/10000
Ctu_DU074,Cps_KPL_2733,0.26803,7.10E-63,18/10000
Cps_KPL_2621,Cps_KPL_2733,0.013428,0,6055/10000
Cpr_KPL_2804,Cps_KPL_2733,0.100636,0,643/10000
Cac_KPL_2618,Cps_KPL_2733,0.250557,4.10E-94,26/10000
Cac_KPL_2617,Cps_KPL_2733,0.245371,7.08E-106,29/10000
Cac_KPL_3774,Cps_KPL_2733,0.245371,5.27E-106,29/10000
Ctu_SK141,Cps_KPL_2733,0.276697,1.74E-51,15/10000
Cps_KPL_3671,Cps_KPL_2733,0.0141553,0,5909/10000
Cpr_KPL_3672,Cps_KPL_2733,0.10148,0,631/10000
Cac_BWA109,Cps_KPL_2733,0.247037,2.88E-102,28/10000
Ctu_BWA158,Cps_KPL_2733,0.260703,1.62E-74,21/10000
Cac_KPL_2652,Cps_KPL_2733,0.258493,3.25E-78,22/10000
Cac_KPL_4065,Cps_KPL_2733,0.248764,4.67E-98,27/10000
Cpr_KPL_2755,Cps_KPL_2733,0.0967193,0,702/10000
Cac_KPL_3921,Cps_KPL_2733,0.231311,3.15E-147,39/10000
Cps_KPL_2773,Cps_KPL_2733,0.0157245,0,5610/10000
Cma_NML_120205,Cps_KPL_2733,0.276697,1.62E-51,15/10000
Cps_KPL_4010,Cps_KPL_2733,0.015331,0,5683/10000
Cps_KPL_2640,Cps_KPL_2733,0.0165045,0,5469/10000
Cpr_HSID18035,Cps_KPL_2733,0.0959655,0,714/10000
Cps_KPL_2865,Cps_KPL_2733,0.0142111,0,5898/10000
Cac_KPL_2859,Cps_KPL_2733,0.248764,3.63E-98,27/10000
Cac_BWA096,Cps_KPL_2733,0.245371,4.16E-106,29/10000
Cps_KPL_2733,Cps_KPL_2733,0,0,10000/10000
Cps_KPL_2834,Cps_KPL_2733,0.00072825,0,9701/10000
Ctu_KPL_3807,Cps_KPL_2733,0.279978,8.88E-48,14/10000
Cac_KPL_2641,Cps_KPL_2733,0.239237,2.79E-122,33/10000
Cac_KPL_2660,Cps_KPL_2733,0.258493,3.88E-78,22/10000
Cpr_KPL_3675,Cps_KPL_2733,0.102268,0,620/10000
Cac_KPL_3970,Cps_KPL_2733,0.250557,4.83E-94,26/10000
Cac_KPL_3832,Cps_KPL_2733,0.258493,1.99E-78,22/10000
Cpr_KPL_3889,Cps_KPL_2733,0.0989318,0,668/10000
Cps_KPL_3772,Cps_KPL_2733,0.0155619,0,5640/10000
Cac_KPL_3926,Cps_KPL_2733,0.233808,1.42E-138,37/10000
Cps_DU080,Cps_KPL_2733,0.0138235,0,5975/10000
Ctu_BWA150,Cps_KPL_2733,0.26803,7.78E-63,18/10000
Cac_DU079,Cps_KPL_2733,0.245371,5.23E-106,29/10000
Cps_KPL_3770,Cps_KPL_2733,0.0134231,0,6056/10000
Cac_KPL_2783,Cps_KPL_2733,0.250557,4.89E-94,26/10000
Cma_CCUG_32361,Cps_KPL_2733,0.287309,2.85E-40,12/10000
Cpr_1274_CJEI,Cps_KPL_2733,0.103665,0,601/10000
Cps_KPL_2915,Cps_KPL_2733,0.0129868,0,6146/10000
Cpr_KPL_3967,Cps_KPL_2733,0.101693,0,628/10000
Cps_KPL_3833,Cps_KPL_2733,0.0151872,0,5710/10000
Cpr_KPL_2785,Cps_KPL_2733,0.101126,0,636/10000
Cpr_KPL_4040,Cps_KPL_2733,0.102851,0,612/10000
Cps_90104,Cps_KPL_2733,0.0165102,0,5468/10000
Cpr_KPL_2811,Cps_KPL_2733,0.0962153,0,710/10000
Cac_KPL_3703,Cps_KPL_2733,0.254359,3.67E-86,24/10000
Cac_KPL_4034,Cps_KPL_2733,0.247037,4.34E-102,28/10000
Cma_NML_080212,Cps_KPL_2733,0.273629,3.34E-55,16/10000
Cac_ATCC_49726,Cps_KPL_2733,0.270747,4.43E-59,17/10000
Ctu_DSM_44922,Cps_KPL_2773,0.250557,4.61E-94,26/10000
Cac_KPL_1996,Cps_KPL_2773,0.215016,1.82E-214,55/10000
Cps_KPL_1989,Cps_KPL_2773,0.014554,0,5831/10000
Cac_KPL_1818,Cps_KPL_2773,0.221466,1.58E-184,48/10000
Cps_BWA188,Cps_KPL_2773,0.0320311,0,3426/10000
Cac_BWA270,Cps_KPL_2773,0.22559,6.94E-168,44/10000
Cac_KPL_1824,Cps_KPL_2773,0.219531,7.50E-193,50/10000
Cps_BWA127,Cps_KPL_2773,0.0333664,0,3300/10000
Cps_BWA223,Cps_KPL_2773,0.0330964,0,3325/10000
Cps_BWA184,Cps_KPL_2773,0.031508,0,3477/10000
Cps_BWA300,Cps_KPL_2773,0.0325113,0,3380/10000
Cac_BWA161,Cps_KPL_2773,0.220489,3.57E-189,49/10000
Cps_BWA311,Cps_KPL_2773,0.0323958,0,3391/10000
Cps_DSM_44287,Cps_KPL_2773,0.0140996,0,5920/10000
Cps_BWA118,Cps_KPL_2773,0.0323748,0,3393/10000
Cps_BWA198,Cps_KPL_2773,0.032564,0,3375/10000
Cps_HSID17576,Cps_KPL_2773,0.0149811,0,5749/10000
Cac_DU075,Cps_KPL_2773,0.22668,1.12E-163,43/10000
Cps_BWA141,Cps_KPL_2773,0.0318865,0,3440/10000
Cps_BWA283,Cps_KPL_2773,0.0313964,0,3488/10000
Cps_HSID17575,Cps_KPL_2773,0.0154274,0,5665/10000
Cps_BWA238,Cps_KPL_2773,0.0319587,0,3433/10000
Cps_BWA110,Cps_KPL_2773,0.0336389,0,3275/10000
Cac_BWA070,Cps_KPL_2773,0.219531,1.43E-193,50/10000
Cps_KPL_3966,Cps_KPL_2773,0.0157953,0,5597/10000
Cps_KPL_4066,Cps_KPL_2773,0.0361068,0,3059/10000
Cps_KPL_2826,Cps_KPL_2773,0.0147978,0,5784/10000
Cps_BWA164,Cps_KPL_2773,0.0332473,0,3311/10000
Cpr_BWA290,Cps_KPL_2773,0.104116,0,595/10000
Cpr_BWA146,Cps_KPL_2773,0.104419,0,591/10000
Cps_BWA166,Cps_KPL_2773,0.0321036,0,3419/10000
Cac_DU076,Cps_KPL_2773,0.215016,5.56E-215,55/10000
Cpr_KPL_2657,Cps_KPL_2773,0.104267,0,593/10000
Cps_KPL_2795,Cps_KPL_2773,0.014616,0,5819/10000
Cpr_DSM_44285,Cps_KPL_2773,0.104343,0,592/10000
Cps_BWA305,Cps_KPL_2773,0.0139737,0,5945/10000
Cps_KPL_2667,Cps_KPL_2773,0.0349153,0,3161/10000
Cps_KPL_4025,Cps_KPL_2773,0.0143384,0,5873/10000
Cac_KPL_3674,Cps_KPL_2773,0.220489,3.01E-189,49/10000
Cps_KPL_3702,Cps_KPL_2773,0.0149969,0,5746/10000
Cac_KPL_4075,Cps_KPL_2773,0.215885,1.45E-210,54/10000
Cpr_KPL_2654,Cps_KPL_2773,0.107087,0,557/10000
Cac_KPL_3647,Cps_KPL_2773,0.213325,1.99E-223,57/10000
Cps_BWA172,Cps_KPL_2773,0.0332906,0,3307/10000
Cpr_BWA124,Cps_KPL_2773,0.101409,0,632/10000
Cac_BWA273,Cps_KPL_2773,0.218593,1.01E-197,51/10000
Cpr_KPL_3953,Cps_KPL_2773,0.100359,0,647/10000
Cps_BWA092,Cps_KPL_2773,0.014673,0,5808/10000
Cac_BWA121,Cps_KPL_2773,0.227796,1.71E-159,42/10000
Cpr_DE0530,Cps_KPL_2773,0.100846,0,640/10000
Cac_ATCC_49725,Cps_KPL_2773,0.223483,1.04E-176,46/10000
Ctu_BWA195,Cps_KPL_2773,0.254359,3.52E-86,24/10000
Cps_KPL_4041,Cps_KPL_2773,0.0163363,0,5499/10000
Cac_KPL_3802,Cps_KPL_2773,0.210114,3.26E-240,61/10000
Ctu_BWA207,Cps_KPL_2773,0.26546,8.97E-67,19/10000
